cell,cell,batch,leiden,Individual,Technology,Brain Region,AD Index,Total Methylome Reads,Overall Adjusted mCG%,Overall Adjusted mCH%,Overall mCCC%,tsne_0,tsne_1,umap_0,umap_1,pca_0,pca_1,pca_2,pca_3,MajorCluster,ClusterAnno,MajorType,ClusterAnnoHuslColor,ClusterAnnoTab10Color,SubCluster,SubClusterAnno,m3c_cluster
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD006,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD006,snm3C-seq,18,UMB5580,snm3C-seq,BA10,AD006,5629545.0,0.7582344144200371,0.008279162734135433,0.006544979320493496,-24.939917923469274,-11.09500266218941,22.141291665991496,11.726075108127125,-0.26966055304157666,0.2741097313452978,-0.054300858611478826,-0.1561136492072481,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,3,NonN Oligo MBP 3,M3C NonN Oligo MBP PDGFRA
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD007,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD007,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD007,4621651.0,0.7582488360647728,0.008256149851877859,0.005155687517967245,-30.528121486295355,-32.797680950580656,28.39696046828825,11.965976317224243,-0.5060484921281871,0.46050946446551205,-0.04944117486398907,-0.12364942026663699,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD008,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD008,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD008,3723589.0,0.7623507561298976,0.011612804178428087,0.006868058645293509,-29.04992709908757,-34.02517457911031,28.30291965560276,12.611090373688386,-0.5164883284776414,0.40694567015679395,-0.06388120263881447,-0.11571560545222569,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD010,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD010,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD010,4425693.0,0.7873677592447921,0.02106975297090104,0.006560180944516196,12.531103193864348,53.676319864673204,27.608341126237164,4.063117766557399,-0.6137403088366776,0.42884354428461896,-0.060489286451869274,0.15852406489537388,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD012,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G4_AD012,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD012,4199034.0,0.8064065274052808,0.03199576569871556,0.008596802155719853,21.121780153727663,-48.585736043536606,34.87608011489209,9.981121664465524,-0.43286068385548415,-0.4117556420708688,-0.04225213191970153,-0.23917094526928992,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,3,Inh MGE CALB1 3,M3C Inh MGE SST
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G5_AD004,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G5_AD004,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD004,5609933.0,0.7606736988218038,0.00899837199020178,0.005781606856160821,-31.56661910018822,-32.3497511815769,28.30327718737822,11.881299398516438,-0.5546631210795953,0.4802456417789682,-0.0551147358659534,-0.1597235833728243,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G5_AD007,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G5_AD007,snm3C-seq,25,UMB5580,snm3C-seq,BA10,AD007,4549467.0,0.8130448543255997,0.03514116833699549,0.009242351579331341,38.10223643291733,37.26205496292642,21.673457598562102,-13.780395962812346,-0.38311270459723074,-0.41601240499674613,-0.04591656727716563,0.15417319585404535,22,Inh CGE-MGE CHST9,Inh,#ba82f4,#7f7f7f,0,Inh CGE-MGE CHST9 0,M3C Inh CGE NDNF
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G5_AD010,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G5_AD010,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD010,5083816.0,0.7587059746171859,0.01031599214868298,0.005849259972634647,-30.921162052966064,-35.18689094449467,29.12254532910022,12.534721778562925,-0.5751780416942117,0.47070621823512643,-0.06969671764491196,-0.13272468653564182,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD001,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD001,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD001,3889268.0,0.7377748336942381,0.007301130701318627,0.005746757850097761,-3.021063993506954,-30.182137111663994,16.027618068650895,3.6442473645489586,-0.23779077846673174,0.3036521603511563,-0.05130949526797272,-0.23786614826316274,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD002,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,4140098.0,0.7600154979464222,0.009661994776441012,0.0061699688708901825,-24.748646153998664,-22.158466285171368,25.408890950074714,11.694974318136893,-0.37990956700747736,0.34642298789444376,-0.05117228821216604,-0.1114715358184446,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD004,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD004,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD004,4677552.0,0.7692431856921704,0.008848522714414078,0.0059395697602541144,-29.266048483049993,-21.786412536625875,25.390158726920102,11.645243818400452,-0.4585533095560706,0.39419655680749294,-0.04074096844234874,-0.1678148271985408,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD006,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD006,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD006,4316781.0,0.7912229185004064,0.007188072127595524,0.00556210404871539,-5.292783464428831,-26.1478164217319,15.478454349017138,4.595831376496053,-0.24192048733700106,0.266626076058575,-0.04285483753559303,-0.18450595704326325,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD008,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD008,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD008,3955555.0,0.8140825221823622,0.059333802204336386,0.01360436034566005,22.868879443670526,-38.64682752488811,37.63940237543553,11.200954541641261,-0.30254088480891494,-0.4987864187789924,-0.015741873659762668,-0.3884943305989613,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,2,Inh MGE CALB1 2,M3C Inh MGE SST
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD012,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G6_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,4409862.0,0.7629282091647834,0.009064934398146478,0.005793163201895863,-29.667811167688114,-26.12207737908808,26.79021499871821,11.96036451587932,-0.4670923323602339,0.4075643046873735,-0.03425181080590041,-0.11076515648186407,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD001,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD001,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD001,2893676.0,0.7797648973025347,0.021198943011118302,0.007335414928820131,14.277758189738893,51.367674266416124,26.89396097341525,4.169605209712671,-0.5905453530561471,0.4270230379609745,-0.04612193312607408,0.12336551883621065,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD002,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD002,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD002,2969248.0,0.8232179753821092,0.06617573195821365,0.017190005886237498,21.96353926178076,-40.08712659654469,37.32768900227819,11.064939366660301,-0.3054244762569394,-0.5041706609887783,-0.03023157021834316,-0.36282966382642057,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,2,Inh MGE CALB1 2,M3C Inh MGE SST
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD004,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD004,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD004,4024701.0,0.7916685088823607,0.02137538639835475,0.006951532437878707,13.548746363217196,53.58765617131646,27.361386231570027,3.878674363628926,-0.6054816023077646,0.41987400169243577,-0.05345374224218551,0.15293905476289987,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD007,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD007,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD007,3694805.0,0.7627901599103506,0.00922513806007453,0.005464840018825257,-28.663792907327757,-34.19738948553608,28.10115683149255,12.457446365123104,-0.4652428012901308,0.42687778071391125,-0.043958829916606296,-0.10770489533023239,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD012,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G7_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,3522770.0,0.760182482464881,0.008137634354910052,0.005188183932276266,-25.97274047195419,-24.514176536515446,26.745079878319828,12.02965388839789,-0.422456871420589,0.39334508415602953,-0.054960787001994284,-0.1378159223914857,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD001,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD001,snm3C-seq,18,UMB5580,snm3C-seq,BA10,AD001,5099233.0,0.7554845037174825,0.012580133873059918,0.0075936327956333425,-23.918134385853854,-20.392700986151812,24.564150365136452,11.637467075913483,-0.2979277147613941,0.35954461181329134,-0.08801610637295279,-0.17274416367886802,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD002,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD002,snm3C-seq,7,UMB5580,snm3C-seq,BA10,AD002,4519771.0,0.8178612168706376,0.04985459945905522,0.010960704152562593,9.338187060947188,-52.175557846149175,35.51991628854354,7.062300813356405,-0.4582125623176572,-0.5675615017944233,-0.04705436174018236,-0.21071119565601473,8,Inh MGE PVALB,Inh,#36aab5,#8c564b,5,Inh MGE PVALB 5,M3C Inh MGE PVALB
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD004,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD004,snm3C-seq,21,UMB5580,snm3C-seq,BA10,AD004,3911022.0,0.8144473679279134,0.04582349102954579,0.01219869070816405,25.48855478746513,9.840791887399773,27.84952050356322,-7.032206807706174,-0.509107366307839,-0.17892745821680017,-0.04440263791813056,0.3668029468627837,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,7,Inh CGE VIP 7,M3C Inh CGE VIP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD006,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD006,snm3C-seq,2,UMB5580,snm3C-seq,BA10,AD006,1648897.0,0.7589307918712539,0.022961392679976687,0.008310554299394006,-22.585223279725543,6.5168287424872124,-3.372015019567818,5.296231772204046,0.00887062688936309,0.13364424437727632,-0.33092279136853386,-0.023653827391665203,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,2,Exc L1-3 CUX2 2,M3C Exc L1-3 CUX2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD007,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD007,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD007,4958473.0,0.8075029163184091,0.029191818801476064,0.007730850358708423,20.70772038547357,-52.558747254886526,34.061113366991904,9.124219076462804,-0.5273851914963653,-0.33423093891105815,-0.04889702407518533,-0.18136162373077208,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,1,Inh MGE CALB1 1,M3C Inh MGE SST
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD010,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD010,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD010,4836102.0,0.7614696147511604,0.009625046874041941,0.0058268605107927324,-30.639160202293716,-34.8927969109336,29.03751820134084,12.582319804157905,-0.5416075717215613,0.47799770513721795,-0.037003680081971455,-0.13336676154304716,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD012,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G8_AD012,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD012,4661009.0,0.8012496840788467,0.02300856763191815,0.007018565018172465,20.14459041518241,-54.33917350246428,33.883181149179464,8.355963812084854,-0.5573693832717553,-0.3198706532526937,-0.05051992210313922,-0.15642767762859988,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,1,Inh MGE CALB1 1,M3C Inh MGE SST
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD002,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,3578453.0,0.7684574566835144,0.009935249818998931,0.005649429940156978,-32.74491859510772,-26.44271966676259,26.948994216449993,12.559438648557785,-0.5119598268331715,0.42140559411189205,-0.03929700403680041,-0.09250217891286042,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD004,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD004,snm3C-seq,6,UMB5580,snm3C-seq,BA10,AD004,3928696.0,0.7619811746262051,0.036868937915227065,0.013159631507850615,-33.10721539966584,8.829801925589672,-3.2336686279418148,3.0837316655038913,0.1594802167581091,0.02661842695461713,-0.3602646965942933,0.017374580566047734,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,2,Exc L1-3 CUX2 2,M3C Exc L1-3 CUX2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD006,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD006,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD006,3578927.0,0.7879603321526709,0.019724095193965327,0.0072966110011063205,9.590224225152653,43.830136495560424,25.971330188750738,5.760275986366602,-0.5661734533519172,0.4065966966232536,-0.07254938516413251,0.09765979301832452,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD007,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD007,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD007,3908130.0,0.7868978787934764,0.01815057789589143,0.006233407313783949,15.03333529141579,51.81653987101617,26.799453709617907,3.777792523167577,-0.5971409358898149,0.43220753950224394,-0.03704158970498442,0.1378230616879932,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD008,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD008,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD008,3408107.0,0.7282787490943345,0.006736779658519491,0.005336013517517371,-0.7502171610819645,-29.568632804905715,16.392887197156526,3.7342017627948096,-0.2749503451871935,0.2993424618336854,-0.012721453197023598,-0.19631639893833858,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD010,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD010,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD010,3824721.0,0.7830985915492957,0.01953753812957712,0.006430557736780396,14.260099865471627,52.42417748225887,27.09238046952051,3.881130147948622,-0.6118892148098214,0.43975169488476,-0.05261738050194344,0.13425749850672591,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD012,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_G9_AD012,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD012,3632757.0,0.7868468369083444,0.016344573956776326,0.006354044723241502,14.477941366980414,50.56472722835736,26.422348297935255,4.0766289334951775,-0.5775691449010245,0.4208064593970349,-0.04468194302510337,0.12395617858825153,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD001,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD001,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD001,4371637.0,0.7563054693400789,0.008816407214913233,0.005816690901036677,-30.888572135954856,-31.894092309315738,28.023387091240092,11.718946695873049,-0.5060894191229199,0.4361552104051408,-0.03658536450927986,-0.1455977013994615,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD002,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD002,snm3C-seq,27,UMB5580,snm3C-seq,BA10,AD002,4629114.0,0.8052497020597935,0.06451869281712135,0.02473242527905798,25.25128421506618,41.79902267987123,17.4406779949763,-13.776389650554286,-0.40246565092831643,-0.31155991684143153,-0.01739741309116051,-0.03459256931715069,23,Inh MGE UNC5B,Inh,#2c666b,#563b36,2,Inh MGE UNC5B 2,M3C Inh MGE PVALB
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD004,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD004,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD004,4722568.0,0.7459208903917782,0.006207337913105183,0.005010388931288073,-0.22374571801545978,-26.319764642294928,16.55206197130488,4.590130504847116,-0.20628820551531724,0.22783783096104107,-0.039552500744288885,-0.19748222641643498,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD006,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD006,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD006,5192346.0,0.7617520241896706,0.009121957308497944,0.005971709357906501,-26.64223340258921,-27.1687180786427,26.726243156265596,12.275424034668008,-0.45356571097400056,0.4027949321051361,-0.02917441060272318,-0.09735341830802921,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD010,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD010,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD010,4849205.0,0.757425806280032,0.010399595397817426,0.005793923953472231,-30.91400581387532,-35.61920850817929,29.209127158133587,12.929154210794703,-0.5659438618173607,0.46669756601501267,-0.06103304260810761,-0.10360634623185824,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD012,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H10_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,5229574.0,0.7599696193788431,0.008995937121422446,0.005734786225490922,-29.64595399986926,-31.919004134369306,27.96738442274203,11.875626829537987,-0.5281809237456047,0.42698638856154547,-0.04538035239861693,-0.13918079278149978,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD001,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD001,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD001,1029100.0,0.76242340959506,0.009330082148540872,0.0062235716639089285,-15.850309034188557,-16.647989893765576,23.992679768032072,13.495878995943029,-0.3176442781507832,0.25864371833264643,-0.03589523477465428,-0.11805199890026956,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD007,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD007,snm3C-seq,22,UMB5580,snm3C-seq,BA10,AD007,1359401.0,0.7954845643391528,0.04518505147423972,0.010355063960310914,-17.17633621059665,26.70648686840655,1.479316327051539,3.8662748506103375,0.47501660562766507,-0.050062034100793094,-0.3840369471570552,-0.01605250655235425,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD008,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD008,snm3C-seq,2,UMB5580,snm3C-seq,BA10,AD008,1290618.0,0.764888921947833,0.036597676766753184,0.014060053821538793,-19.415560619494297,11.692185150589857,-2.085769208213078,5.0118896575501966,0.2966638317459767,0.08613684899105206,-0.3822663070518697,-0.0005989994788276679,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD010,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H11_AD010,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD010,1286443.0,0.8201830904806126,0.04836213051640306,0.010745673096270706,19.834921646208667,-45.12392113288481,35.763326562233196,10.338186436282765,-0.358742933600997,-0.4037804942958091,-0.06868223575973048,-0.26336074204231424,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,3,Inh MGE CALB1 3,M3C Inh MGE SST
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD001,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD001,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD001,3666402.0,0.7808924595876489,0.023010598011149925,0.009411510396895691,14.259363484523014,49.5232483138985,26.333386098222036,4.322674644748959,-0.5473218144538115,0.39863179800075266,-0.05683698892038031,0.0881265143177779,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD002,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,4766695.0,0.7468913459263377,0.008897037212025677,0.005737571384000485,-30.87234249951635,-30.3211729633138,27.694476309704395,11.284162397615898,-0.4995237804742268,0.447281018789626,-0.0384425102249608,-0.14838877318507088,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD004,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD004,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD004,4685719.0,0.7518748921194526,0.005813523372984985,0.004606886542621981,-4.952720991476671,-29.30491125535472,15.218680179566416,3.7508969933543153,-0.2718533976032602,0.34011782149123365,-0.02458391632112743,-0.23083822846995747,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD006,190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_H12_AD006,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD006,5001817.0,0.7608612073334197,0.009444821746731785,0.006264385903627887,-30.283579252253013,-23.519984490413435,26.12551120649882,11.551051577051915,-0.5080416022949654,0.42077217212887624,-0.029218796251563275,-0.155951205020957,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
