cell,cell,batch,leiden,Individual,Technology,Brain Region,AD Index,Total Methylome Reads,Overall Adjusted mCG%,Overall Adjusted mCH%,Overall mCCC%,tsne_0,tsne_1,umap_0,umap_1,pca_0,pca_1,pca_2,pca_3,MajorCluster,ClusterAnno,MajorType,ClusterAnnoHuslColor,ClusterAnnoTab10Color,SubCluster,SubClusterAnno,m3c_cluster
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD007,snm3C-seq,3,UMB5577,snm3C-seq,BA10,AD007,3930456.0,0.7769968785701162,0.051981839501083885,0.014275895800646641,45.023108393680225,-10.028179628494769,6.206936117722585,22.508050407646405,0.45774620193541615,0.13125462001099722,0.43076779597526815,0.14870611289803698,5,Exc L4-5 FOXP2,Exc,#99682c,#b56014,0,Exc L4-5 FOXP2 0,M3C Exc L4-5 FOXP2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD008,snm3C-seq,6,UMB5577,snm3C-seq,BA10,AD008,3916382.0,0.753038626633587,0.03486069164303196,0.011370749954610758,-18.076837219675127,14.829005436282394,-1.7133195596698476,4.2189227962375515,0.46295880045914195,0.06483292979691985,-0.5080029625345666,0.031510731050421174,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD010,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD010,4404894.0,0.7602238389141345,0.04310482051614549,0.013662623964700436,-5.211296638782653,21.68265798508487,0.8932987489821163,6.628403598343323,0.5874559453352746,0.07107669945142353,-0.39603869455963425,0.001718100212586068,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D1_AD012,snm3C-seq,22,UMB5577,snm3C-seq,BA10,AD012,4250064.0,0.7975063932059094,0.04817265440053434,0.013627212790344543,-18.570422635703537,28.30300223097731,1.716554303393761,3.715756915179745,0.44424296431464905,-0.06702744575892751,-0.3954842353901149,0.022190062164391938,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD007,snm3C-seq,14,UMB5577,snm3C-seq,BA10,AD007,2598861.0,0.7790655574827813,0.05622216135757975,0.016381122375678528,11.933317031990018,1.9073236289052415,2.364751173934542,11.631318337525487,0.5990354735940366,0.09630269413502356,-0.04987346175670543,-0.023338876401560914,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD008,snm3C-seq,20,UMB5577,snm3C-seq,BA10,AD008,2360210.0,0.7948325063718675,0.07798832642644038,0.02126718202805048,-14.77691698400832,47.59815993971854,27.681794123374683,25.284048850743385,0.31421629935746614,-0.010945245951363758,0.5366621805910948,-0.16298479388594844,3,Exc L4-6 LRRK1,Exc,#a39f31,#2ca02c,3,Exc L4-6 LRRK1 3,M3C Exc L4-6 LRRK1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD010,snm3C-seq,9,UMB5577,snm3C-seq,BA10,AD010,3354641.0,0.7984119430336417,0.045207727084791344,0.014436150109751763,46.62855875356084,4.32953620163437,30.500249885607484,-7.666852350461759,-0.4875681200073753,-0.23853424161457132,-0.04677800083699726,0.3287869921313196,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,2,Inh CGE VIP 2,M3C Inh CGE VIP
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D2_AD012,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD012,4038144.0,0.7774047535534733,0.021276304373570826,0.01091029930598115,-14.558170532724708,-16.613515181503207,24.20841381142921,13.211039070448741,-0.48680951938785516,0.0028480544361490136,0.002686767511360318,-0.19070787734589822,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD007,snm3C-seq,6,UMB5577,snm3C-seq,BA10,AD007,4183499.0,0.7578895191229744,0.040255647591305725,0.01137963332479943,-13.188987690947226,12.233056331955083,-2.080700908291238,6.213984253268349,0.5278236965428721,0.030700555204591192,-0.4164189617672381,0.07932552224101631,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD008,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD008,4044603.0,0.7630751171712188,0.011721462309829274,0.008327452718601911,-33.65752185792297,-23.785139378707676,26.473480719956225,12.866233187772123,-0.5567732290264363,0.45871473922461276,-0.006583521828760586,-0.1125311196845453,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD010,snm3C-seq,3,UMB5577,snm3C-seq,BA10,AD010,4185364.0,0.7755789870018337,0.04932857253292328,0.013342889171939152,46.37072986878726,-11.070471868223748,6.570211384106046,23.34422397694655,0.4543933671519929,0.13408386875205483,0.4587190166079656,0.14044142246613284,5,Exc L4-5 FOXP2,Exc,#99682c,#b56014,0,Exc L4-5 FOXP2 0,M3C Exc L4-5 FOXP2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D3_AD012,snm3C-seq,3,UMB5577,snm3C-seq,BA10,AD012,3973252.0,0.7799796254802992,0.051142285688343635,0.014353153910914872,44.914000573035715,-10.312112413818406,6.636089487190054,22.36484750134188,0.4300895825943532,0.12124745714706059,0.44390207125704284,0.14820421578873916,5,Exc L4-5 FOXP2,Exc,#99682c,#b56014,0,Exc L4-5 FOXP2 0,M3C Exc L4-5 FOXP2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D4_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D4_AD007,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD007,2262325.0,0.7710886537268973,0.06328730316997969,0.017337003373145754,1.1002916826937197,4.8120815906068595,-0.31124507238986143,10.962141700167747,0.6729090352936702,0.08164165084882767,-0.04893784155118966,-0.007155968226782649,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D4_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D4_AD010,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD010,2761865.0,0.7430561993707416,0.009407069863811231,0.008738457819768545,-4.318973051084373,-24.525682372656462,15.547446671671755,5.158943634327143,-0.2499763550266318,0.28228023455007273,-0.021420913321503074,-0.1678113332683825,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D4_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D4_AD012,snm3C-seq,12,UMB5577,snm3C-seq,BA10,AD012,2451114.0,0.7884897414744231,0.0379333509650312,0.012738531999268313,-68.25537932123677,7.3474066515070655,-3.936234616819279,23.15791369025569,-0.019450548327027847,-0.007902550479143108,0.17872887072656865,-0.04982948030884613,11,Exc L6 TLE4,Exc,#34ae90,#9467bd,2,Exc L6 TLE4 2,M3C Exc L6 TLE4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD007,snm3C-seq,5,UMB5577,snm3C-seq,BA10,AD007,3032799.0,0.8142569812321433,0.05812368371851478,0.014462956234210875,21.8344085749249,-45.495331977924614,35.768358484471044,10.326334648203463,-0.3834504837523295,-0.4036339809739872,-0.014307364069072709,-0.31052945075080957,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,1,Inh MGE CALB1 1,M3C Inh MGE SST
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD008,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD008,3887693.0,0.7636917811585585,0.016117195809885482,0.008100988913592039,13.73159464158827,50.759993672087994,26.773854576523874,4.148530910672329,-0.5797392334099954,0.4663623547685889,-0.045451830159361085,0.07515658338640455,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD010,snm3C-seq,9,UMB5577,snm3C-seq,BA10,AD010,3623409.0,0.8090214478437828,0.055768364345801014,0.014362070941375213,30.781480534626066,3.6540671172944164,27.719551421922123,-5.625799141937533,-0.4325124508533537,-0.24774737059646462,-0.08213141321067198,0.3176326081376087,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,3,Inh CGE VIP 3,M3C Inh CGE VIP
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D5_AD012,snm3C-seq,18,UMB5577,snm3C-seq,BA10,AD012,3872601.0,0.7750015914779783,0.008743012811809992,0.0069891863636077365,-24.94076880247756,-8.983201263716243,22.755371152025194,12.764916371234523,-0.4332514051566966,0.40645460428369234,-0.02153262368621086,-0.17060476895927748,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,3,NonN Oligo MBP 3,M3C NonN Oligo MBP PDGFRA
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D7_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D7_AD008,snm3C-seq,19,UMB5577,snm3C-seq,BA10,AD008,3881797.0,0.8033567396288109,0.04141127307752925,0.01234350143759035,29.957003292018037,29.037819279630437,25.435999951700218,-11.70353243519081,-0.43665867549086146,-0.3276445105536174,-0.06920032925166245,0.30167198160350345,17,Inh CGE LAMP5,Inh,#2e6286,#824c71,1,Inh CGE LAMP5 1,M3C Inh CGE NDNF
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D7_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D7_AD010,snm3C-seq,8,UMB5577,snm3C-seq,BA10,AD010,4620806.0,0.7210058434592691,0.007672539604041305,0.006941278111129349,-0.2542738316852453,-30.671057338305882,16.232296722497416,3.4480155332117683,-0.3137141305371141,0.3335046978648338,-0.040713851534377246,-0.2031234965212182,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D7_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D7_AD012,snm3C-seq,14,UMB5577,snm3C-seq,BA10,AD012,4058148.0,0.7860149986382992,0.06054586495424402,0.015376678429699978,16.98877085377133,-0.8974390469921826,2.461457033735788,13.772972317998585,0.6298151121015322,0.07437503239148127,0.11904441187510728,0.02508769217717033,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D8_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D8_AD007,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD007,2411358.0,0.7608191403675358,0.03755876403300461,0.011632443940597254,-13.224522433216887,16.669091523783592,-1.0584055473358165,5.947573429990252,0.5257295389763593,0.06578404431439669,-0.44529653801260477,0.017866615462598275,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D8_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D8_AD010,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD010,2363770.0,0.7808406636674755,0.01801481797236706,0.009091179387263604,16.139926098731216,49.680053090220575,25.561771858836405,4.257277246377608,-0.5856882013911593,0.4272773184567321,-0.04556430765878228,0.09266235232395911,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D8_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D8_AD012,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD012,3185644.0,0.7764691706798231,0.02974135575988188,0.01042530723731778,-19.904944141740167,13.827540553228065,-1.7699949501828187,5.221444674454138,0.28181377714251943,0.1827646097687659,-0.4930758763155584,0.0748796033656828,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D9_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D9_AD008,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD008,3486899.0,0.7763310835305951,0.05704226236212459,0.015512249181582878,-24.028944837055867,21.381125120389097,-0.7718542721428681,3.620803210178834,0.5224850250215763,-0.012857890954164267,-0.43672916547141644,0.0460523503820527,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,2,Exc L1-3 CUX2 2,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D9_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D9_AD010,snm3C-seq,3,UMB5577,snm3C-seq,BA10,AD010,3787203.0,0.780310056732249,0.04846023308315334,0.013245070971584687,50.457424812500435,-14.307263636499282,6.890892114804409,24.189674523232767,0.37604557911905345,0.10472489994243458,0.48709180966740184,0.14445381493438317,5,Exc L4-5 FOXP2,Exc,#99682c,#b56014,0,Exc L4-5 FOXP2 0,M3C Exc L4-5 FOXP2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D9_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_D9_AD012,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD012,3655418.0,0.7544798300524347,0.03114868147566242,0.010126273800591288,-16.330212040023717,15.346213066789549,-1.7382948377087888,5.569280153466794,0.47675242379950805,0.08632984585794178,-0.4794004218128986,0.03485276134525875,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E10_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E10_AD007,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD007,5070221.0,0.7555966868366014,0.03856691394522042,0.012781662199390528,7.463969396766878,-0.031119333276519542,1.6847872780937476,11.133757643395489,0.6508786457673329,0.11032675050611195,-0.08658628656784652,-0.08473113155285261,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E10_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E10_AD008,snm3C-seq,19,UMB5577,snm3C-seq,BA10,AD008,2943214.0,0.8004702583666524,0.04081422360198024,0.013116456783892349,28.993886825744216,29.075121942215485,25.543406229027816,-11.404743732473632,-0.44934923841047214,-0.26195123482530547,-0.0610578274069569,0.2910951677653305,17,Inh CGE LAMP5,Inh,#2e6286,#824c71,1,Inh CGE LAMP5 1,M3C Inh CGE NDNF
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E10_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E10_AD010,snm3C-seq,10,UMB5577,snm3C-seq,BA10,AD010,2689991.0,0.7752649207144682,0.07523782744789917,0.020174632405106013,-23.439592292805436,45.004284683287125,27.67946971024283,22.820971893583547,0.48364136368692584,-0.009258996687346099,0.4499096954625619,-0.11118548472052109,3,Exc L4-6 LRRK1,Exc,#a39f31,#2ca02c,1,Exc L4-6 LRRK1 1,M3C Exc L4-6 LRRK1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD007,snm3C-seq,10,UMB5577,snm3C-seq,BA10,AD007,2561520.0,0.7914873158602453,0.09638642285368884,0.02810586176727909,-20.79622106485335,46.75419356620448,27.620333089982335,24.12804940329463,0.473667235854162,0.006908891920277994,0.5017397525361404,-0.17068639440802166,3,Exc L4-6 LRRK1,Exc,#a39f31,#2ca02c,1,Exc L4-6 LRRK1 1,M3C Exc L4-6 LRRK1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD008,snm3C-seq,0,UMB5577,snm3C-seq,BA10,AD008,2542238.0,0.7734838486266106,0.07104139870321534,0.02213185476854425,2.6050377238482154,3.1226688574775743,-0.2465355420212792,11.531835039603312,0.6983721138886549,0.046725545221588595,0.01889998382567898,-0.01890765303064781,20,Exc L2-4 RORB,Exc,#af5666,#205a83,1,Exc L2-4 RORB 1,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD010,snm3C-seq,2,UMB5577,snm3C-seq,BA10,AD010,2693577.0,0.7709933783228535,0.04559455255778516,0.015981122968842174,-19.36485152294916,20.806785304251,-0.31285487066497353,4.155853526364955,0.49357532807429905,0.0339581276522347,-0.5083460864184884,-0.009061650462821957,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,1,Exc L1-3 CUX2 1,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E11_AD012,snm3C-seq,19,UMB5577,snm3C-seq,BA10,AD012,2504900.0,0.8059025542203392,0.03975516529897116,0.015121408335033962,39.1940741068933,30.79564904896427,23.08251085030721,-12.177405209484187,-0.4663283943389444,-0.2917958431211456,-0.04615231809706501,0.23258142267632337,17,Inh CGE LAMP5,Inh,#2e6286,#824c71,3,Inh CGE LAMP5 3,M3C Inh CGE NDNF
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD007,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD007,3254568.0,0.7706577228638529,0.012545171234745208,0.008547957925425962,-27.158994769970516,-34.19206342259635,27.334997306302846,13.31734241062684,-0.5886585785963105,0.49297915103669226,-0.042052222286275344,-0.08873362779840656,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD008,snm3C-seq,13,UMB5577,snm3C-seq,BA10,AD008,2815887.0,0.7554680327663377,0.01083301322181662,0.008727883234943406,-6.294020331541183,-11.224517529790413,15.52382285352811,7.310156793749559,-0.3417906295986073,0.4092559177887425,-0.011996175196475414,-0.19928713536017056,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,4,NonN Micro-Endo TYROBP 4,M3C NonN Other -
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD010,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD010,3118575.0,0.776477238465109,0.01823493502421111,0.008840686682225691,15.883495162266696,50.88767074895715,26.152320251556446,3.8032792601126837,-0.5931701077430888,0.44964150497995065,-0.06405052476278257,0.11298972739980241,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E12_AD012,snm3C-seq,4,UMB5577,snm3C-seq,BA10,AD012,3009443.0,0.7684298234611202,0.018906566245971437,0.009784517169861182,15.981689421107749,49.78319628065796,25.73956075442341,4.213881936276606,-0.5938163538894519,0.432836792594012,-0.060415881017453106,0.06746412342736237,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD007,snm3C-seq,1,UMB5577,snm3C-seq,BA10,AD007,3157314.0,0.7684195751276996,0.011792533542254948,0.007858253460750262,-27.47993659962637,-34.45093459805639,27.79178332060677,13.198320057971937,-0.577791364131788,0.503766290520431,-0.040497220221777326,-0.1263088959098003,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD008,snm3C-seq,13,UMB5577,snm3C-seq,BA10,AD008,4114055.0,0.7397166930294642,0.01007168516471871,0.008499293135345582,-6.011330850479561,-11.384573522609015,15.558376448648893,7.1780489013596975,-0.3383663546394086,0.3665179657205953,-0.04595332007914656,-0.18909926792003035,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,4,NonN Micro-Endo TYROBP 4,M3C NonN Other -
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD010,snm3C-seq,6,UMB5577,snm3C-seq,BA10,AD010,3202575.0,0.7605732157970444,0.0385924409514106,0.01150912806861282,-29.84176780959275,11.870482511863251,-3.5930021321120673,2.8551947824949093,0.3777822491249992,0.012261448999489957,-0.4628648010567761,0.08007153277748197,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,2,Exc L1-3 CUX2 2,M3C Exc L1-3 CUX2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E1_AD012,snm3C-seq,12,UMB5577,snm3C-seq,BA10,AD012,2751331.0,0.8226412844976068,0.10536727880362938,0.02721748188494532,-68.37219108527586,-0.31152624526302347,-5.480082294251334,23.772584772199238,0.10302379142704986,-0.13754753230250685,0.154380757365541,-0.06135311012809367,11,Exc L6 TLE4,Exc,#34ae90,#9467bd,3,Exc L6 TLE4 3,M3C Exc L6 TLE4
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E2_AD008,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E2_AD008,snm3C-seq,15,UMB5577,snm3C-seq,BA10,AD008,3636802.0,0.8123258240792909,0.04061264947202108,0.013937615153232146,24.241695590289446,19.787574398260656,27.28619329931046,-10.339818138600968,-0.5269707958844811,-0.15100248299275354,-0.07948865006229083,0.35115422682938047,14,Inh CGE NDNF,Inh,#3582b9,#b26199,4,Inh CGE NDNF 4,M3C Inh CGE NDNF
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E2_AD010,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E2_AD010,snm3C-seq,17,UMB5577,snm3C-seq,BA10,AD010,3667926.0,0.7792950665138364,0.06901857931508168,0.023108226301328257,23.72076709296458,-14.007668956646347,3.5501643544577712,18.395267370018463,0.09599106066834057,0.10077246039342563,0.274515792588535,0.16083071580647562,13,Exc L4 PLCH1,Exc,#d58c31,#ff7f0e,2,Exc L4 PLCH1 2,M3C Exc L2-4 RORB
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E2_AD012,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E2_AD012,snm3C-seq,3,UMB5577,snm3C-seq,BA10,AD012,3702526.0,0.781761763086388,0.05582143801575181,0.017413214302345797,40.70539943385084,-14.097961475729663,7.009293123519021,21.839676968719786,0.35814072706893163,0.13721655173839334,0.41334015592805307,0.10500458300821393,5,Exc L4-5 FOXP2,Exc,#99682c,#b56014,0,Exc L4-5 FOXP2 0,M3C Exc L4-5 FOXP2
181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E3_AD007,181218_snm3Cseq_hs_21yr_BA10_UMB5577_3_UMB5577_3_E3_AD007,snm3C-seq,9,UMB5577,snm3C-seq,BA10,AD007,3450097.0,0.820887285766052,0.0578819245962563,0.016307894561917915,41.624851705114814,2.514783968054963,30.965523973026443,-6.029183160405817,-0.5238189318989994,-0.19495410954292447,-0.02940071704918852,0.41617989973838576,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,2,Inh CGE VIP 2,M3C Inh CGE VIP
